(node:36723) ExperimentalWarning: localStorage is not available because --localstorage-file was not provided.
(Use `node --trace-warnings ...` to show where the warning was created)
{"wave":0,"hp":100,"maxHp":100,"level":1,"gold":0,"threats":0,"worksHp":0,"works":{},"needsRider":false,"failures":[]}
{"wave":1,"hp":100,"maxHp":100,"level":1,"gold":30,"threats":8,"worksHp":0,"works":{},"needsRider":false,"failures":[]}
{"wave":2,"hp":96.80000000000001,"maxHp":100,"level":2,"gold":40,"threats":9,"worksHp":50,"works":{"turret":1},"needsRider":false,"failures":[]}
{"wave":3,"hp":96.80000000000001,"maxHp":100,"level":2,"gold":70,"threats":9,"worksHp":50,"works":{"turret":1},"needsRider":false,"failures":[]}
{"wave":4,"hp":96.80000000000001,"maxHp":100,"level":2,"gold":30,"threats":12,"worksHp":100,"works":{"turret":2},"needsRider":false,"failures":[]}
{"wave":5,"hp":146.8,"maxHp":150,"level":4,"gold":90,"threats":12,"worksHp":100,"works":{"turret":2},"needsRider":false,"failures":[]}
{"wave":6,"hp":171.8,"maxHp":175,"level":6,"gold":65,"threats":16,"worksHp":150,"works":{"turret":3},"needsRider":false,"failures":[]}
{"wave":7,"hp":171.8,"maxHp":175,"level":8,"gold":145,"threats":16,"worksHp":150,"works":{"turret":3},"needsRider":false,"failures":[]}
{"wave":8,"hp":171.8,"maxHp":175,"level":10,"gold":40,"threats":17,"worksHp":320,"works":{"sentry_beacon":2,"turret":4},"needsRider":false,"failures":[]}
{"wave":9,"hp":171.8,"maxHp":175,"level":12,"gold":75,"threats":22,"worksHp":378,"works":{"sentry_beacon":3,"turret":4},"needsRider":false,"failures":[]}
{"wave":10,"hp":171.8,"maxHp":175,"level":14,"gold":65,"threats":22,"worksHp":506,"works":{"sentry_beacon":5,"turret":4},"needsRider":false,"failures":[]}
{"wave":11,"hp":171.8,"maxHp":175,"level":15,"gold":50,"threats":25,"worksHp":576,"works":{"sentry_beacon":6,"turret":4},"needsRider":false,"failures":[]}
{"wave":20,"hp":155.8,"maxHp":175,"level":28,"gold":123,"threats":37,"worksHp":2200,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":155.8,"maxHp":175,"level":28,"gold":123,"threats":37,"worksHp":2192,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":147.8,"maxHp":175,"level":28,"gold":123,"threats":35,"worksHp":2184,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":147.8,"maxHp":175,"level":28,"gold":120,"threats":35,"worksHp":2292,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":99.80000000000001,"maxHp":175,"level":28,"gold":117,"threats":33,"worksHp":2408,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":99.80000000000001,"maxHp":175,"level":28,"gold":117,"threats":34,"worksHp":2292,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":99.80000000000001,"maxHp":175,"level":28,"gold":117,"threats":34,"worksHp":2284,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":91.80000000000001,"maxHp":175,"level":28,"gold":114,"threats":32,"worksHp":2392,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":91.80000000000001,"maxHp":175,"level":28,"gold":114,"threats":32,"worksHp":2276,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":83.80000000000001,"maxHp":175,"level":28,"gold":114,"threats":31,"worksHp":2272,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":75.80000000000001,"maxHp":175,"level":28,"gold":111,"threats":27,"worksHp":2380,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":67.80000000000001,"maxHp":175,"level":28,"gold":111,"threats":27,"worksHp":2372,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":67.80000000000001,"maxHp":175,"level":28,"gold":111,"threats":27,"worksHp":2364,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":59.80000000000001,"maxHp":175,"level":28,"gold":111,"threats":27,"worksHp":2356,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":51.80000000000001,"maxHp":175,"level":28,"gold":108,"threats":26,"worksHp":2472,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":51.80000000000001,"maxHp":175,"level":28,"gold":108,"threats":26,"worksHp":2464,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":43.80000000000001,"maxHp":175,"level":28,"gold":106,"threats":27,"worksHp":2534,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":43.80000000000001,"maxHp":175,"level":28,"gold":106,"threats":27,"worksHp":2526,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":35.80000000000001,"maxHp":175,"level":28,"gold":103,"threats":28,"worksHp":2644,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":35.80000000000001,"maxHp":175,"level":28,"gold":103,"threats":28,"worksHp":2636,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":27.80000000000001,"maxHp":175,"level":28,"gold":100,"threats":28,"worksHp":2768,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":27.80000000000001,"maxHp":175,"level":28,"gold":100,"threats":29,"worksHp":2760,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":19.80000000000001,"maxHp":175,"level":28,"gold":100,"threats":29,"worksHp":2752,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":19.80000000000001,"maxHp":175,"level":28,"gold":100,"threats":30,"worksHp":2744,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":11.800000000000011,"maxHp":175,"level":28,"gold":100,"threats":31,"worksHp":2736,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":11.800000000000011,"maxHp":175,"level":28,"gold":100,"threats":31,"worksHp":2728,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":21,"hp":11.800000000000011,"maxHp":175,"level":28,"gold":100,"threats":50,"worksHp":2728,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":false,"failures":[]}
{"wave":21,"hp":3.8000000000000114,"maxHp":175,"level":28,"gold":100,"threats":50,"worksHp":2720,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":21,"hp":3.8000000000000114,"maxHp":175,"level":28,"gold":100,"threats":50,"worksHp":2712,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":21,"hp":0,"maxHp":175,"level":28,"gold":100,"threats":50,"worksHp":2712,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
gr-sim speed: 0.13 waves/s
